league,year,name,team,pa,obp,slg,iso,so,bb,woba,wrc_plus,z_obp,z_iso,combo_z,combo_p33,combo_p25,combo_p40
KBO,2021,배정대,KT,595,0.353,0.378,0.1196078431372549,132,65,0.1925050847457627,-0.753320419570939,-0.4767613556668602,-0.3912521413564402,-0.4767613556668602,False,False,False
KBO,2021,최주환,SSG,470,0.353,0.429,0.1724137931034483,84,53,0.206175965665236,8.220179734594408,-0.4767613556668602,0.48742694557661986,-0.4767613556668602,False,False,False
KBO,2021,오지환,LG,532,0.335,0.356,0.1012931034482758,82,54,0.1819090909090909,-7.70847955576599,-1.0432797391732018,-0.6960052753807594,-1.0432797391732018,False,False,False
KBO,2021,서건창,LG,600,0.35,0.343,0.0896686159844054,78,69,0.1823069139966273,-7.447350404077333,-0.5711810862512507,-0.889434122648115,-0.889434122648115,False,False,False
KBO,2021,박동원,키움,481,0.342,0.46,0.2106537530266344,114,53,0.2142584033613445,13.525452769980886,-0.8229670344762906,1.1237312463452502,-0.8229670344762906,False,False,False
KBO,2021,강진성,NC,462,0.33,0.35,0.1009852216748768,68,36,0.1795219298245614,-9.275400552753815,-1.200645956813853,-0.701128358588367,-1.200645956813853,False,False,False
KBO,2021,박찬호,KIA,483,0.331,0.313,0.0669856459330143,73,54,0.168938947368421,-16.222019081661564,-1.1691727132857228,-1.2668736238112648,-1.2668736238112648,False,False,False
KBO,2021,터커,KIA,539,0.334,0.35,0.1132478632478632,66,61,0.1822490706319703,-7.485318509038874,-1.074752982701332,-0.49708077100330805,-1.074752982701332,False,False,False
KBO,2021,조용호,KT,515,0.349,0.273,0.0373831775700934,85,74,0.1646843137254902,-19.014740039121826,-0.6026543297793809,-1.759452014859026,-1.759452014859026,False,False,False
KBO,2021,김상수,삼성,496,0.32,0.301,0.0652680652680652,51,52,0.1639590163934426,-19.490821701984803,-1.515378392095155,-1.2954537783464555,-1.515378392095155,False,False,False
KBO,2021,최형우,KIA,446,0.354,0.375,0.1420911528150134,67,67,0.1906215596330275,-1.9896571991144008,-0.44528811213873,-0.017134943738866818,-0.44528811213873,False,False,False
KBO,2021,장성우,KT,460,0.337,0.374,0.1428571428571428,69,60,0.1883236607142857,-3.4979869419485534,-0.9803332521169416,-0.004389042353720301,-0.9803332521169416,False,False,False
KBO,2021,이원석,삼성,480,0.341,0.346,0.1152882205513784,80,60,0.1817794117647058,-7.793600319306054,-0.8544402780044208,-0.46312968606652155,-0.8544402780044208,False,False,False
KBO,2021,박병호,키움,477,0.323,0.43,0.2029339853300733,141,47,0.2006054852320675,4.563743304473071,-1.4209586615107643,0.9952760545478818,-1.4209586615107643,False,False,False
KBO,2022,이정후,키움,627,0.421,0.575,0.2260397830018083,32,66,0.2528487804878049,45.39174961323222,2.33832152667124,1.558140285118993,1.558140285118993,True,True,True
KBO,2022,피렐라,삼성,630,0.411,0.565,0.2228163992869875,81,55,0.2476423948220064,41.84455951708228,1.978056872852706,1.5006397698031795,1.5006397698031795,True,True,True
KBO,2022,박건우,NC,463,0.408,0.458,0.1225490196078431,62,44,0.2181277056277056,21.73575084992555,1.8699774767071455,-0.28798563473933253,-0.28798563473933253,False,False,False
KBO,2022,이대호,롯데,591,0.379,0.502,0.1703703703703703,56,43,0.2221318493150685,24.463835118572767,0.8252099806333981,0.5650782742518562,0.5650782742518562,True,False,True
KBO,2022,나성범,KIA,649,0.402,0.508,0.1882770870337478,137,64,0.2305194401244168,30.17842888079188,1.653818684416027,0.8845082667235115,0.8845082667235115,True,True,True
KBO,2022,김혜성,키움,566,0.373,0.403,0.0852713178294573,83,47,0.1952575488454706,6.153963628847779,0.6090511883422774,-0.9529660564591695,-0.9529660564591695,False,False,False
KBO,2022,문보경,LG,466,0.382,0.451,0.1354679802955665,56,47,0.2103260869565217,16.420388857794297,0.9332893767789584,-0.05753001337682108,-0.05753001337682108,False,False,False
KBO,2022,소크라테스,KIA,554,0.354,0.494,0.1828793774319066,81,34,0.2174963636363636,21.305607905716997,-0.07545165391293772,0.7882209143354214,-0.07545165391293772,False,False,False
KBO,2022,페르난데스,두산,550,0.353,0.4,0.0905511811023622,45,35,0.1891763636363636,2.010759238842238,-0.11147811929479115,-0.8587809125704141,-0.8587809125704141,False,False,False
KBO,2022,조용호,KT,531,0.374,0.382,0.0738396624472573,74,49,0.1899011406844106,2.504560914664675,0.645077653724131,-1.1568902968054147,-1.1568902968054147,False,False,False
KBO,2022,한동희,롯데,499,0.359,0.458,0.1513157894736842,64,33,0.2075553319919517,14.532631169433753,0.10468067299632944,0.22517203980368347,0.10468067299632944,False,False,False
KBO,2022,전준우,롯데,517,0.35,0.445,0.1404255319148936,73,35,0.2010503875968992,10.100713171941743,-0.21955751544035143,0.030905555589221104,-0.21955751544035143,False,False,False
KBO,2022,최지훈,SSG,640,0.362,0.427,0.1230228471001757,77,47,0.2008612440191387,9.971846762718611,0.21276006914188975,-0.27953323583483575,-0.27953323583483575,False,False,False
KBO,2022,박성한,SSG,564,0.375,0.374,0.0769230769230769,81,60,0.1897073608617594,2.372535760965893,0.6811041191059843,-1.1018866307892754,-1.1018866307892754,False,False,False
KBO,2022,마티니,NC,576,0.365,0.461,0.1647058823529411,86,51,0.2092749562171628,15.704237426119503,0.32083946528745005,0.4640319797927627,0.32083946528745005,False,False,False
KBO,2022,채은성,LG,526,0.354,0.437,0.1413276231263383,88,27,0.1994130019120459,8.985137289224525,-0.07545165391293772,0.046997561415719334,-0.07545165391293772,False,False,False
KBO,2022,박해민,LG,636,0.347,0.368,0.0789473684210526,85,44,0.1813545310015898,-3.318374835507439,-0.32763691158591174,-1.0657761907731407,-1.0657761907731407,False,False,False
KBO,2022,허경민,두산,493,0.36,0.398,0.1087962962962963,40,36,0.1909938524590164,3.249042140919261,0.14070713837818288,-0.5333143784981876,-0.5333143784981876,False,False,False
KBO,2022,터크먼,한화,648,0.366,0.43,0.1408695652173913,104,64,0.202796267496112,11.2902078204534,0.35686593066930344,0.03882646912911586,0.03882646912911586,False,False,False
KBO,2022,김선빈,KIA,587,0.373,0.35,0.0633663366336633,47,65,0.183146804835924,-2.097271290201037,0.6090511883422774,-1.3437193201646591,-1.3437193201646591,False,False,False
KBO,2022,김현수,LG,604,0.375,0.473,0.1870229007633587,62,71,0.2163959731543623,20.555895058800186,0.6811041191059843,0.8621353929890545,0.6811041191059843,True,True,True
KBO,2022,홍창기,LG,525,0.39,0.355,0.068649885583524,75,59,0.1896134615384615,2.3085607174293536,1.2215010998337859,-1.2494684291160878,-1.2494684291160878,False,False,False
KBO,2022,안치홍,롯데,562,0.354,0.436,0.152129817444219,52,51,0.2013599999999999,10.311656832366085,-0.07545165391293772,0.239693124455201,-0.07545165391293772,False,False,False
KBO,2022,양의지,NC,510,0.38,0.48,0.1967213114754098,48,60,0.2174027777777777,21.2418464304778,0.8612364460152515,1.0351410488541193,0.8612364460152515,True,True,True
KBO,2022,노시환,한화,490,0.355,0.382,0.1013824884792626,95,48,0.1873353783231083,0.7564678187433844,-0.03942518853108428,-0.6655660145574526,-0.6655660145574526,False,False,False
KBO,2022,노진혁,NC,451,0.353,0.455,0.1742424242424242,105,45,0.2059393258426966,13.431621490951557,-0.11147811929479115,0.6341501293803624,-0.11147811929479115,False,False,False
KBO,2022,손아섭,NC,617,0.347,0.367,0.0894160583941605,76,59,0.181172638436482,-3.44230101903089,-0.32763691158591174,-0.8790298641203562,-0.8790298641203562,False,False,False
KBO,2022,푸이그,키움,547,0.367,0.474,0.1966173361522198,100,58,0.2161355311355311,20.37845193239324,0.3928923960511569,1.033286279086541,0.3928923960511569,False,False,True
KBO,2022,박병호,KT,487,0.349,0.559,0.2843822843822843,131,40,0.23499173553719,33.22547207228261,-0.25558398082220485,2.598886342985521,-0.25558398082220485,False,False,False
KBO,2022,류지혁,KIA,477,0.369,0.346,0.0716049382716049,83,56,0.182413646055437,-2.596783568389094,0.4649453268148638,-1.196754552214381,-1.196754552214381,False,False,False
KBO,2022,정은원,한화,601,0.377,0.368,0.0944881889763779,109,85,0.1906700167504187,3.028407925159308,0.7531570498696912,-0.7885503717516329,-0.7885503717516329,False,False,False
KBO,2022,박찬호,KIA,566,0.344,0.341,0.0689655172413793,67,57,0.1732293906810035,-8.8541570700708,-0.435716307731472,-1.2438380156802884,-1.2438380156802884,False,False,False
KBO,2022,오지환,LG,569,0.357,0.47,0.2004048582995951,107,62,0.2136666666666666,18.69637685097504,0.03262774223262258,1.1008502101949547,0.03262774223262258,False,False,False
KBO,2022,오재일,삼성,536,0.345,0.491,0.2234042553191489,133,57,0.2138863636363636,18.846059752912662,-0.39968984234961863,1.5111262733569983,-0.39968984234961863,False,False,False
KBO,2022,이지영,키움,450,0.303,0.331,0.0642857142857142,44,20,0.1600136363636363,-17.858252393947787,-1.9128013883874608,-1.327318949175719,-1.9128013883874608,False,False,False
KBO,2022,박민우,NC,451,0.351,0.359,0.0923076923076923,55,42,0.1793113636363636,-4.710415976508044,-0.183531050058498,-0.8274472866666498,-0.8274472866666498,False,False,False
KBO,2022,배정대,KT,575,0.339,0.356,0.0905511811023622,126,54,0.1774596491228069,-5.972017364690637,-0.6158486346407372,-0.8587809125704141,-0.8587809125704141,False,False,False
KBO,2022,최정,SSG,505,0.386,0.505,0.2391304347826087,96,66,0.2279760956175298,28.4456094115789,1.077395238306372,1.791658627894928,1.077395238306372,True,True,True
KBO,2022,최형우,KIA,530,0.366,0.421,0.1563876651982378,92,73,0.2014342857142856,10.3622688244301,0.35686593066930344,0.31564698587935036,0.31564698587935036,False,False,True
KBO,2022,한유섬,SSG,545,0.372,0.478,0.2139737991266375,137,66,0.2177792207792207,21.49832279857617,0.5730247229604241,1.3429005395607496,0.5730247229604241,True,False,True
KBO,2022,강승호,두산,487,0.31,0.399,0.1351351351351351,100,29,0.1817796257796257,-3.0287512687248896,-1.6606161307144867,-0.0634674908658283,-1.6606161307144867,False,False,False
KBO,2022,황재균,KT,581,0.335,0.38,0.117533718689788,99,53,0.1824128919860627,-2.59729732737438,-0.7599544961681509,-0.37745136788369443,-0.7599544961681509,False,False,False
KBO,2022,정수빈,두산,455,0.323,0.331,0.0716049382716049,56,39,0.1663258928571429,-13.557615607623452,-1.1922720807503921,-1.196754552214381,-1.196754552214381,False,False,False
KBO,2022,추신수,SSG,499,0.382,0.43,0.1711491442542787,100,71,0.2090826612903225,15.573223954622629,0.9332893767789584,0.5789704768566335,0.5789704768566335,True,False,True
KBO,2022,하주석,한화,483,0.309,0.342,0.0831460674157303,126,31,0.1654261954261954,-14.17059321271199,-1.69664259609634,-0.9908774578857418,-1.69664259609634,False,False,False
KBO,2022,황대인,KIA,524,0.315,0.401,0.1449579831932773,92,36,0.183691570881226,-1.7261138607181723,-1.4804838038052195,0.11175794773620062,-1.4804838038052195,False,False,False
KBO,2022,유강남,LG,469,0.326,0.351,0.0961538461538461,98,34,0.1730822510822511,-8.954405526668015,-1.0841926846048318,-0.7588374506359942,-1.0841926846048318,False,False,False
KBO,2022,김재환,두산,517,0.34,0.46,0.2120535714285714,133,61,0.206943469785575,14.11576010033001,-0.5798221692588837,1.3086464476092314,-0.5798221692588837,False,False,False
KBO,2022,송성문,키움,601,0.302,0.371,0.1243144424131627,65,45,0.1714562289562289,-10.062239243143562,-1.9488278537693142,-0.25649303874791535,-1.9488278537693142,False,False,False
KBO,2022,양석환,두산,446,0.309,0.432,0.1876543209876543,101,32,0.1924559819413092,4.245213295305439,-1.69664259609634,0.8733990188834485,-1.69664259609634,False,False,False
KBO,2022,박동원,KIA,447,0.334,0.436,0.1948051948051948,95,45,0.1995596330275229,9.085039308397745,-0.7959809615500043,1.0009602917087637,-0.7959809615500043,False,False,False
KBO,2022,김태연,한화,464,0.325,0.337,0.0965346534653465,106,48,0.1699543478260869,-11.085493802526498,-1.1202191499866851,-0.7520443975636517,-1.1202191499866851,False,False,False
KBO,2022,심우준,KT,449,0.316,0.302,0.0618556701030927,75,43,0.1581167048054919,-19.150660845424305,-1.444457338423366,-1.3706674317341159,-1.444457338423366,False,False,False
KBO,2023,손아섭,NC,609,0.393,0.443,0.1034482758620689,67,50,0.2149966996699669,18.964754251710865,1.1413300777811335,-0.506396506465873,-0.506396506465873,False,False,False
KBO,2023,구자욱,삼성,515,0.407,0.494,0.1589403973509933,81,53,0.2332563600782778,30.99431821054469,1.6299729245375798,0.5909600758296469,0.5909600758296469,True,False,True
KBO,2023,김혜성,키움,621,0.396,0.446,0.1115107913669064,77,57,0.2161844660194175,19.747261206898397,1.246039259228944,-0.34696027981414945,-0.34696027981414945,False,False,False
KBO,2023,홍창기,LG,643,0.444,0.412,0.0801526717557251,83,88,0.2187912087912087,21.4645975754991,2.921386162393907,-0.9670670272306828,-0.9670670272306828,False,False,False
KBO,2023,에레디아,SSG,523,0.385,0.461,0.1374207188160676,75,39,0.2182258687258687,21.092148454188848,0.8621055939203061,0.16540847939451037,0.16540847939451037,False,False,False
KBO,2023,김선빈,KIA,473,0.381,0.358,0.0381861575178997,26,38,0.1882043010752688,1.3137757943680533,0.7224933519898923,-1.796954755420492,-1.796954755420492,False,False,False
KBO,2023,박건우,NC,533,0.397,0.48,0.1615720524017467,71,56,0.2260770676691729,26.264561178744184,1.2809423197115473,0.643001048760406,0.643001048760406,True,False,True
KBO,2023,박민우,NC,509,0.381,0.405,0.0884955752212389,57,40,0.2020219560878243,10.416922348998517,0.7224933519898923,-0.8020861292636637,-0.8020861292636637,False,False,False
KBO,2023,오스틴,LG,583,0.376,0.517,0.2038461538461538,75,53,0.2312702237521514,29.685840756318527,0.5479780495768751,1.4789713132943996,0.5479780495768751,True,False,True
KBO,2023,전준우,롯데,559,0.381,0.471,0.1582150101419878,65,52,0.2182594594594595,21.114278212854583,0.7224933519898923,0.5766155453421247,0.5766155453421247,True,False,True
KBO,2023,양의지,두산,510,0.396,0.474,0.1685649202733485,56,57,0.2224322709163346,23.863349180559275,1.246039259228944,0.7812849957808249,0.7812849957808249,True,True,True
KBO,2023,최형우,KIA,508,0.4,0.487,0.185614849187935,83,65,0.2290276134122288,28.20839682167874,1.3856515011593578,1.1184473031513673,1.1184473031513673,True,True,True
KBO,2023,박찬호,KIA,507,0.356,0.378,0.077433628318584,56,40,0.188826,1.723354439915502,-0.15008316007519362,-1.0208361053130508,-1.0208361053130508,False,False,False
KBO,2023,문보경,LG,542,0.377,0.448,0.1471215351812366,83,58,0.214171374764595,18.421025698496877,0.5828811100594786,0.35724210201214596,0.35724210201214596,False,False,True
KBO,2023,노시환,한화,595,0.388,0.541,0.2431906614785992,118,74,0.2402525423728814,35.60344129929,0.9668147753681164,2.2570088665398185,0.9668147753681164,True,True,True
KBO,2023,최정,SSG,552,0.388,0.548,0.2505307855626327,87,59,0.2410770642201835,36.14664079346359,0.9668147753681164,2.402159804409218,0.9668147753681164,True,True,True
KBO,2023,김민혁,KT,448,0.356,0.385,0.08816120906801,48,36,0.1915691609977324,3.5305638804909307,-0.15008316007519362,-0.8086982192198171,-0.8086982192198171,False,False,False
KBO,2023,황재균,KT,457,0.366,0.413,0.1179361179361179,64,45,0.2027924944812362,10.924557249046629,0.19894744475084075,-0.2198994608196946,-0.2198994608196946,False,False,False
KBO,2023,문성주,LG,534,0.392,0.372,0.0779510022271715,34,67,0.197623106060606,7.51893593717809,1.1064270172985302,-1.0106050373909177,-1.0106050373909177,False,False,False
KBO,2023,김현수,LG,556,0.364,0.383,0.0901639344262295,53,58,0.1911433756805808,3.2500541891345005,0.1291413237856339,-0.7690943295971983,-0.7690943295971983,False,False,False
KBO,2023,안치홍,롯데,494,0.374,0.4,0.108235294117647,53,49,0.1988888888888889,8.352840574522364,0.47817192861166824,-0.41173323082635893,-0.41173323082635893,False,False,False
KBO,2023,강민호,삼성,495,0.366,0.445,0.1543778801843318,65,49,0.2083938775510204,14.614778994092262,0.19894744475084075,0.5007363087373834,0.19894744475084075,False,False,False
KBO,2023,알포드,KT,547,0.356,0.456,0.1670061099796334,140,47,0.2124597069597069,17.29336960442153,-0.15008316007519362,0.7504595255976442,-0.15008316007519362,False,False,False
KBO,2023,장성우,KT,464,0.351,0.422,0.1341463414634146,70,42,0.1996913043478261,8.881476259359554,-0.32459846248821084,0.10065767433526757,-0.32459846248821084,False,False,False
KBO,2023,정수빈,두산,583,0.375,0.371,0.0843373493975903,63,64,0.1935035087719298,4.804922753985849,0.5130749890942717,-0.8843150359231925,-0.8843150359231925,False,False,False
KBO,2023,피렐라,삼성,605,0.339,0.425,0.1400359066427289,69,42,0.1982066666666666,7.903388850183362,-0.7434351882794501,0.21712381300450193,-0.7434351882794501,False,False,False
KBO,2023,소크라테스,KIA,608,0.344,0.463,0.1773308957952468,80,52,0.2093261589403973,15.228971062857996,-0.5689198858664348,0.9546321427468395,-0.5689198858664348,False,False,False
KBO,2023,박해민,LG,558,0.348,0.359,0.0742268041237113,74,45,0.1823970037453183,-2.512103389387593,-0.4293076439360211,-1.0842510468234496,-1.0842510468234496,False,False,False
KBO,2023,박병호,KT,493,0.357,0.443,0.1600928074245939,114,46,0.2053645621181262,12.619049449478377,-0.11518009959259018,0.6137489825399747,-0.11518009959259018,False,False,False
KBO,2023,마틴,NC,503,0.36,0.455,0.1724137931034483,107,57,0.2097365269461077,15.49932374527185,-0.01047091814477987,0.8573964476627173,-0.01047091814477987,False,False,False
KBO,2023,양석환,두산,582,0.333,0.454,0.1736641221374046,133,41,0.2036580310880829,11.494777490713057,-0.9528535511750708,0.8821217016020715,-0.9528535511750708,False,False,False
KBO,2023,김현준,삼성,479,0.327,0.346,0.0715935334872979,84,30,0.1739808917197452,-8.056683936475,-1.1622719140706914,-1.136323967957137,-1.1622719140706914,False,False,False
KBO,2023,김상수,KT,512,0.353,0.339,0.0677200902934537,68,55,0.1794742063492063,-4.437658269873697,-0.25479234152300395,-1.2129212987288767,-1.2129212987288767,False,False,False
KBO,2023,최지훈,SSG,503,0.315,0.357,0.0887445887445887,50,29,0.1760888888888888,-6.66792389361503,-1.5811086398619327,-0.7971618873785695,-1.5811086398619327,False,False,False
KBO,2023,류지혁,삼성,522,0.34,0.31,0.0417582417582417,73,46,0.1665107632093933,-12.978045379488751,-0.7085321277968467,-1.7263167973017752,-1.7263167973017752,False,False,False
KBO,2023,허경민,두산,475,0.328,0.375,0.1072261072261072,26,35,0.182228813559322,-2.62290800209389,-1.127368853588088,-0.4316898994215321,-1.127368853588088,False,False,False
KBO,2023,오지환,LG,502,0.371,0.396,0.1279620853080568,82,64,0.2003353413654618,9.30577136245905,0.37346274716385797,-0.02163597774718024,-0.02163597774718024,False,False,False
KBO,2023,문현빈,한화,481,0.324,0.362,0.0957943925233644,84,33,0.1780042553191489,-5.406070033127587,-1.2669810955185017,-0.6577520329170601,-1.2669810955185017,False,False,False
KBO,2023,박성한,SSG,529,0.347,0.366,0.1002178649237472,56,58,0.1846967370441458,-0.997026537579666,-0.46421070441862455,-0.5702778757769074,-0.5702778757769074,False,False,False
KBO,2023,강승호,두산,459,0.316,0.387,0.1217183770883054,110,27,0.1843670329670329,-1.214237383478706,-1.5462055793793292,-0.1451052942742903,-1.5462055793793292,False,False,False
KBO,2023,채은성,한화,596,0.351,0.428,0.165067178502879,102,52,0.2003809523809523,9.335820148460616,-0.32459846248821084,0.7121171598428754,-0.32459846248821084,False,False,False
KBO,2023,김민석,롯데,454,0.314,0.338,0.0825,112,31,0.1698163265306122,-10.800322217973706,-1.616011700344536,-0.9206486162824303,-1.616011700344536,False,False,False
KBO,2023,추신수,SSG,462,0.379,0.398,0.143979057591623,79,65,0.2023687635574837,10.645401003276774,0.6526872310246855,0.2950996144814264,0.2950996144814264,False,False,True
KBO,2023,로하스,두산,464,0.345,0.474,0.2208436724565756,68,55,0.2151103896103896,19.03965380510933,-0.5340168253838314,1.8150972070135607,-0.5340168253838314,False,False,False
KBO,2023,박동원,LG,481,0.334,0.443,0.1931540342298288,90,49,0.2011723404255319,9.857190912518906,-0.9179504906924674,1.2675346710314603,-0.9179504906924674,False,False,False
KBO,2023,이재현,삼성,538,0.33,0.378,0.1288209606986899,89,52,0.1846704980842912,-1.0143129075737904,-1.0575627326228811,-0.0046517187569924436,-1.0575627326228811,False,False,False
KBO,2023,최주환,SSG,478,0.31,0.432,0.1971830985915492,94,44,0.1950528541226215,5.825639929097441,-1.7556239422749498,1.347209410061011,-1.7556239422749498,False,False,False
KBO,2023,김주원,NC,474,0.328,0.34,0.1066997518610421,106,44,0.1741333333333333,-7.956254569244734,-1.127368853588088,-0.44209857562606397,-1.127368853588088,False,False,False
KBO,2023,정은원,한화,459,0.333,0.268,0.0463917525773195,73,62,0.1579602649006622,-18.611160343552648,-0.9528535511750708,-1.6346891308866902,-1.6346891308866902,False,False,False
KBO,2023,김재환,두산,484,0.343,0.331,0.1111111111111111,100,72,0.1763541666666666,-6.493157445429475,-0.6038229463490363,-0.3548639560071396,-0.6038229463490363,False,False,False
KBO,2024,에레디아,SSG,591,0.399,0.538,0.177449168207024,73,28,0.2478163265306122,32.00532732332259,1.0123068543264244,0.18309676945001752,0.18309676945001752,False,False,False
KBO,2024,레이예스,롯데,632,0.394,0.51,0.1585365853658536,82,46,0.2392523809523809,26.41613415109476,0.8417617765819001,-0.12544358401823638,-0.12544358401823638,False,False,False
KBO,2024,김도영,KIA,625,0.42,0.647,0.2996323529411764,110,66,0.2801523500810372,53.10918423063845,1.728596180853425,2.176396326805421,1.728596180853425,True,True,True
KBO,2024,구자욱,삼성,568,0.417,0.627,0.2839756592292089,73,55,0.2765106761565836,50.7324737707105,1.6262691342067102,1.920972630708305,1.6262691342067102,True,True,True
KBO,2024,송성문,키움,602,0.409,0.518,0.1783681214421252,82,64,0.2450533333333333,30.202081077526994,1.3533970098154713,0.1980885957045308,0.1980885957045308,False,False,True
KBO,2024,홍창기,LG,637,0.447,0.41,0.0744274809160305,93,96,0.2278973143759874,19.00533734030059,2.6495396006738563,-1.4976016353423747,-1.4976016353423747,False,False,False
KBO,2024,로하스,KT,670,0.421,0.568,0.2395104895104895,115,88,0.2616021180030257,41.00251803028216,1.7627051964023297,1.1955667304536692,1.1955667304536692,True,True,True
KBO,2024,김선빈,KIA,466,0.38,0.447,0.1182033096926714,39,30,0.2216288209606987,14.914253356074392,0.36423555889723186,-0.7834416606027905,-0.7834416606027905,False,False,False
KBO,2024,박민우,NC,528,0.406,0.446,0.1181619256017505,79,54,0.2263557692307692,17.99925976523572,1.2510699631687585,-0.7841168017058292,-0.7841168017058292,False,False,False
KBO,2024,김혜성,키움,567,0.383,0.458,0.1316306483300589,62,47,0.2227787610619469,15.664752913043197,0.46656260554394646,-0.5643877194193078,-0.5643877194193078,False,False,False
KBO,2024,오스틴,LG,604,0.384,0.573,0.25426944971537,82,61,0.2521053511705686,34.80452624561559,0.5006716210928513,1.436344779474282,0.5006716210928513,True,True,True
KBO,2024,김지찬,삼성,535,0.405,0.384,0.0684326710816777,40,60,0.2109136276391555,7.921064900498122,1.2169609476198537,-1.5954011141761029,-1.5954011141761029,False,False,False
KBO,2024,양의지,두산,485,0.379,0.479,0.1651162790697674,56,40,0.2270520833333333,18.453703805336804,0.330126543348327,-0.018102294985036693,-0.018102294985036693,False,False,False
KBO,2024,나승엽,롯데,489,0.411,0.469,0.1572481572481572,83,69,0.2345205761316872,23.32795815154594,1.421615040913281,-0.14646303282599574,-0.14646303282599574,False,False,False
KBO,2024,소크라테스,KIA,602,0.359,0.516,0.2065217391304347,91,41,0.2335167224080267,22.672800744607198,-0.3520537676297704,0.6573874247386904,-0.3520537676297704,False,False,False
KBO,2024,허경민,두산,477,0.384,0.427,0.1175059952038369,25,36,0.2171362683438155,11.982223466021813,0.5006716210928513,-0.7948176667607215,-0.7948176667607215,False,False,False
KBO,2024,고승민,롯데,532,0.358,0.476,0.1683991683991684,78,41,0.2220131826741996,15.165104070285595,-0.3861627831786753,0.03545484433310976,-0.3861627831786753,False,False,False
KBO,2024,박찬호,KIA,577,0.363,0.386,0.0796116504854368,44,48,0.1998031634446397,0.6699059517400211,-0.21561770543415096,-1.4130269622362768,-1.4130269622362768,False,False,False
KBO,2024,데이비슨,NC,567,0.37,0.633,0.3273809523809524,142,39,0.2668523131672597,44.42901749793301,0.02314540340818315,2.6290876779179717,0.02314540340818315,False,False,False
KBO,2024,강민호,삼성,452,0.365,0.496,0.1935483870967742,52,35,0.2293377777777777,19.945444693457496,-0.1473996743363412,0.4457398324584816,-0.1473996743363412,False,False,False
KBO,2024,박성한,SSG,564,0.38,0.411,0.1104294478527607,86,64,0.211078853046595,8.028897991064087,0.36423555889723186,-0.9102646387249573,-0.9102646387249573,False,False,False
KBO,2024,문보경,LG,602,0.372,0.507,0.2061657032755298,112,65,0.2330100671140939,22.342136066316783,0.0913634345059929,0.6515790468221323,0.0913634345059929,False,False,True
KBO,2024,권희동,NC,511,0.417,0.452,0.1514423076923076,63,77,0.2320255905511811,21.699625014210472,1.6262691342067102,-0.24117980891042404,-0.24117980891042404,False,False,False
KBO,2024,안치홍,한화,533,0.37,0.427,0.1268498942917547,70,49,0.2135291902071562,9.628091680743475,0.02314540340818315,-0.6423810613763962,-0.6423810613763962,False,False,False
KBO,2024,신민재,LG,474,0.401,0.357,0.0594315245478036,47,64,0.2029737991266375,2.7391969279099424,1.0805248854242342,-1.7422460457491404,-1.7422460457491404,False,False,False
KBO,2024,김현수,LG,583,0.357,0.418,0.1237911025145067,76,47,0.2074302925989672,5.647693094786247,-0.4202717987275802,-0.6922822675767165,-0.6922822675767165,False,False,False
KBO,2024,윤동희,롯데,613,0.376,0.453,0.1597744360902255,114,67,0.2224754098360656,15.466773070108117,0.22779949670161237,-0.10524925608079388,-0.10524925608079388,False,False,False
KBO,2024,전준우,롯데,483,0.369,0.485,0.1914893617021276,84,49,0.2289564315352697,19.696562003182272,-0.010963612140721722,0.41214884023919496,-0.010963612140721722,False,False,False
KBO,2024,최원준,KIA,508,0.371,0.42,0.1278538812785388,66,50,0.2122255489021956,8.77728021607921,0.05725441895708802,-0.6260019923522773,-0.6260019923522773,False,False,False
KBO,2024,최정,SSG,550,0.384,0.594,0.3034188034188034,114,55,0.2598870673952641,39.88320345041229,0.5006716210928513,2.2381685753961253,0.5006716210928513,True,True,True
KBO,2024,김태연,한화,472,0.363,0.436,0.1452784503631961,89,45,0.2148519313304721,10.491368494862249,-0.21561770543415096,-0.34173713283722096,-0.34173713283722096,False,False,False
KBO,2024,강백호,KT,614,0.36,0.48,0.1909090909090909,127,59,0.2253245901639344,17.32626868337418,-0.3179447520808656,0.4026822878864878,-0.3179447520808656,False,False,False
KBO,2024,이우성,KIA,449,0.361,0.401,0.112781954887218,89,44,0.2047082405345212,3.8711667642449386,-0.2838357365319607,-0.8718857796318493,-0.8718857796318493,False,False,False
KBO,2024,서호철,NC,567,0.342,0.393,0.107421875,101,30,0.1970873440285205,-1.1025526888381614,-0.9319070319611513,-0.9593302580993909,-0.9593302580993909,False,False,False
KBO,2024,정수빈,두산,608,0.376,0.361,0.0764705882352941,72,71,0.1979162479061976,-0.5615749524402553,0.22779949670161237,-1.4642703310063587,-1.4642703310063587,False,False,False
KBO,2024,김재환,두산,552,0.368,0.525,0.2426160337552742,168,63,0.2379143897996357,25.542904522635418,-0.045072627689626596,1.2462306575885354,-0.045072627689626596,False,False,False
KBO,2024,강승호,두산,566,0.328,0.476,0.1957773512476007,158,32,0.215325,10.800113121222456,-1.4094332496458195,0.4821032098321413,-1.4094332496458195,False,False,False
KBO,2024,최형우,KIA,487,0.361,0.499,0.2188235294117647,86,52,0.2295424430641822,20.079017917494717,-0.2838357365319607,0.8580791416538084,-0.2838357365319607,False,False,False
KBO,2024,최지훈,SSG,543,0.345,0.418,0.1428571428571428,71,50,0.2051378026070763,4.1515171449241794,-0.8295799853144387,-0.38123840455917407,-0.8295799853144387,False,False,False
