season,slot,team,teamId,plateAppearances,ops,rel_ops_team
2010,6,Cincinnati Reds,113,681,0.815,1.0523511450946264
2010,6,Atlanta Braves,144,675,0.793,1.0722712680838216
2010,6,Milwaukee Brewers,158,682,0.791,1.0429650750065989
2010,6,Chicago White Sox,145,663,0.758,1.008324786477174
2010,6,Florida Marlins,146,671,0.795,1.1007339075480354
2010,6,Colorado Rockies,115,685,0.787,1.0357682140240254
2010,6,San Francisco Giants,137,664,0.732,1.0051656765171952
2010,6,New York Yankees,147,689,0.794,1.0110982883742359
2010,6,Kansas City Royals,118,676,0.704,0.9635149766700406
2010,6,Arizona Diamondbacks,109,677,0.802,1.0839747353547209
2010,6,Boston Red Sox,111,686,0.779,0.9851208927464352
2010,6,Los Angeles Angels,108,657,0.685,0.9755698512471541
2010,6,Houston Astros,117,650,0.657,0.9893863689710725
2010,6,Toronto Blue Jays,141,660,0.746,0.9733939268391009
2010,6,Washington Nationals,120,668,0.68,0.9595437124440882
2010,6,Pittsburgh Pirates,134,649,0.677,0.9994625081519598
2010,6,Seattle Mariners,136,649,0.663,1.040133899288958
2010,6,Cleveland Indians,114,666,0.694,0.9902637981602452
2010,6,Los Angeles Dodgers,119,668,0.663,0.9492491832155249
2010,6,Detroit Tigers,116,690,0.688,0.9155281917739714
2010,6,New York Mets,121,662,0.673,0.9666465930300844
2010,6,Oakland Athletics,133,661,0.589,0.8378807036507411
2010,6,San Diego Padres,135,658,0.661,0.9599313279903398
2010,6,Tampa Bay Rays,139,682,0.692,0.9402524364249759
2010,7,Minnesota Twins,142,660,0.832,1.0916794271236356
2010,7,Kansas City Royals,118,662,0.724,0.9908875612345305
2010,7,Houston Astros,117,636,0.698,1.0511288973239095
2010,7,Toronto Blue Jays,141,641,0.876,1.143020214357979
2010,7,Chicago White Sox,145,649,0.736,0.9790594232812665
2010,7,Philadelphia Phillies,143,668,0.699,0.9374389639459589
2010,7,Colorado Rockies,115,664,0.778,1.0239233424532297
2010,7,Cincinnati Reds,113,669,0.778,1.0045756943357294
2010,7,Washington Nationals,120,648,0.686,0.9680102746127125
2010,7,Chicago Cubs,112,644,0.755,1.0489022355779618
2010,7,Pittsburgh Pirates,134,631,0.695,1.0260361051190723
2010,7,Boston Red Sox,111,674,0.704,0.890276134137985
2010,7,Florida Marlins,146,655,0.698,0.966430525117646
2010,7,Los Angeles Angels,108,641,0.746,1.062445414642886
2010,7,Cleveland Indians,114,652,0.701,1.0002520497267031
2010,7,Atlanta Braves,144,660,0.689,0.9316455280072546
2010,7,Detroit Tigers,116,670,0.688,0.9155281917739714
2010,7,New York Yankees,147,667,0.735,0.9359662996915156
2010,7,San Francisco Giants,137,650,0.681,0.9351336416778826
2010,7,Milwaukee Brewers,158,668,0.681,0.8979256840448722
2010,7,Baltimore Orioles,110,647,0.691,0.9842015070831039
2010,7,Arizona Diamondbacks,109,652,0.715,0.9663864535893084
2010,7,New York Mets,121,644,0.65,0.9336111225402003
2010,7,Los Angeles Dodgers,119,644,0.615,0.88052526044879
2010,7,Oakland Athletics,133,643,0.632,0.899050262660897
2010,7,Tampa Bay Rays,139,659,0.698,0.9484049141974469
2010,7,St. Louis Cardinals,138,657,0.592,0.8061275496456106
2010,7,Texas Rangers,140,664,0.597,0.7895782969820613
2010,7,San Diego Padres,135,643,0.613,0.8902237580303756
2010,7,Seattle Mariners,136,628,0.563,0.8832509582197333
2010,8,Los Angeles Dodgers,119,624,0.764,1.0938557707038628
2010,8,New York Yankees,147,646,0.767,0.976715852875364
2010,8,Chicago Cubs,112,622,0.783,1.08780192113582
2010,8,San Diego Padres,135,629,0.787,1.1429136991352458
2010,8,San Francisco Giants,137,632,0.766,1.0518536997434038
2010,8,Minnesota Twins,142,641,0.708,0.92897720481194
2010,8,Cincinnati Reds,113,649,0.73,0.942596731189052
2010,8,Chicago White Sox,145,631,0.771,1.025617955638392
2010,8,Washington Nationals,120,622,0.705,0.9948210548133559
2010,8,Kansas City Royals,118,641,0.672,0.9197188413668571
2010,8,Oakland Athletics,133,627,0.697,0.9915158751181095
2010,8,Detroit Tigers,116,645,0.697,0.9275045780035728
2010,8,Tampa Bay Rays,139,641,0.715,0.9715036012194477
2010,8,New York Mets,121,629,0.694,0.9968094139121523
2010,8,Boston Red Sox,111,659,0.781,0.9876500863093273
2010,8,Philadelphia Phillies,143,645,0.719,0.964261251898633
2010,8,Toronto Blue Jays,141,624,0.768,1.0020999139576803
2010,8,Atlanta Braves,144,637,0.684,0.9248846751189583
2010,8,Texas Rangers,140,644,0.632,0.8358684818972575
2010,8,Milwaukee Brewers,158,653,0.634,0.8359543079066798
2010,8,Arizona Diamondbacks,109,637,0.691,0.9339483068954015
2010,8,Florida Marlins,146,637,0.705,0.9761225217878804
2010,8,St. Louis Cardinals,138,638,0.596,0.8115743574134864
2010,8,Houston Astros,117,618,0.592,0.8915018728019404
2010,8,Baltimore Orioles,110,623,0.586,0.834648456079159
2010,8,Colorado Rockies,115,638,0.61,0.8028190731317096
2010,8,Cleveland Indians,114,627,0.575,0.8204635215304625
2010,8,Pittsburgh Pirates,134,619,0.565,0.8341156825788142
2010,8,Seattle Mariners,136,613,0.603,0.9460041346474232
2010,8,Los Angeles Angels,108,620,0.528,0.7519720897204342
2010,9,Texas Rangers,140,624,0.698,0.9231585448801989
2010,9,Kansas City Royals,118,625,0.694,0.9498286843877958
2010,9,Oakland Athletics,133,609,0.706,1.0043188060737236
2010,9,Chicago White Sox,145,613,0.706,0.9391521098323018
2010,9,Toronto Blue Jays,141,603,0.686,0.8951048710611571
2010,9,Cleveland Indians,114,613,0.705,1.0059596220503932
2010,9,Tampa Bay Rays,139,627,0.667,0.9062837790396807
2010,9,Boston Red Sox,111,636,0.651,0.823252504721347
2010,9,New York Yankees,147,632,0.616,0.7844288987890797
2010,9,Milwaukee Brewers,158,627,0.601,0.7924424906181617
2010,9,Baltimore Orioles,110,602,0.541,0.7705542913631828
2010,9,Detroit Tigers,116,628,0.578,0.7691501378566213
2010,9,Cincinnati Reds,113,626,0.594,0.7669896689401327
2010,9,Seattle Mariners,136,591,0.554,0.8691314935235033
2010,9,Minnesota Twins,142,616,0.571,0.7492174914514375
2010,9,Los Angeles Angels,108,604,0.57,0.8117880514027412
2010,9,St. Louis Cardinals,138,621,0.512,0.6971913942880957
2010,9,Arizona Diamondbacks,109,609,0.516,0.6974201539189975
2010,9,New York Mets,121,612,0.5,0.7181624019540003
2010,9,Atlanta Braves,144,619,0.548,0.7409894765572941
2010,9,San Diego Padres,135,618,0.513,0.744999653947117
2010,9,Houston Astros,117,595,0.482,0.7258511869772555
2010,9,Colorado Rockies,115,619,0.53,0.6975313258357477
2010,9,San Francisco Giants,137,608,0.445,0.6110638334018469
2010,9,Chicago Cubs,112,607,0.465,0.6460126351572878
2010,9,Pittsburgh Pirates,134,589,0.402,0.5934769989321829
2010,9,Washington Nationals,120,605,0.42,0.5926593518037014
2010,9,Los Angeles Dodgers,119,609,0.368,0.5268834078783003
2010,9,Philadelphia Phillies,143,624,0.383,0.5136468142937085
2010,9,Florida Marlins,146,619,0.373,0.5164449654281977
2011,1,New York Mets,121,778,0.826,1.1409877144594684
2011,1,Boston Red Sox,111,782,0.902,1.1134135137038845
2011,1,Chicago Cubs,112,748,0.792,1.10868970979037
2011,1,Pittsburgh Pirates,134,748,0.793,1.1739010923287012
2011,1,Milwaukee Brewers,158,751,0.852,1.1351789621160637
2011,1,Houston Astros,117,756,0.702,1.0270924692494372
2011,1,Los Angeles Angels,108,745,0.753,1.0552129559061936
2011,1,Los Angeles Dodgers,119,745,0.671,0.963703060391201
2011,1,Florida Marlins,146,762,0.728,1.0323541331178017
2011,1,Chicago White Sox,145,753,0.643,0.9095712868285423
2011,1,Seattle Mariners,136,726,0.647,1.0105057571004938
2011,1,Cincinnati Reds,113,777,0.774,1.0547670129268358
2011,1,Colorado Rockies,115,772,0.773,1.0473542325908798
2011,1,Oakland Athletics,133,752,0.697,1.0247425009568225
2011,1,Minnesota Twins,142,734,0.651,0.9769803757329186
2011,1,Texas Rangers,140,767,0.837,1.0469688400097414
2011,1,Atlanta Braves,144,758,0.677,0.974272284041337
2011,1,Kansas City Royals,118,766,0.766,1.0300607712685494
2011,1,Toronto Blue Jays,141,755,0.71,0.9700121463270505
2011,1,New York Yankees,147,771,0.694,0.8810652755475599
2011,1,Tampa Bay Rays,139,754,0.75,1.0353253735496133
2011,1,Philadelphia Phillies,143,768,0.74,1.0327199341222806
2011,1,St. Louis Cardinals,138,763,0.661,0.8632969459176936
2011,1,Arizona Diamondbacks,109,746,0.731,0.9945613746902162
2011,1,San Diego Padres,135,748,0.709,1.0863370438685356
2011,1,Detroit Tigers,116,766,0.68,0.8781565733762962
2011,1,Cleveland Indians,114,751,0.671,0.9403104569012034
2011,1,Baltimore Orioles,110,755,0.685,0.939619268873059
2011,1,San Francisco Giants,137,745,0.649,0.9678548684968553
2011,1,Washington Nationals,120,751,0.632,0.914960462206129
2011,2,Chicago Cubs,112,732,0.736,1.0302975080880206
2011,2,Kansas City Royals,118,753,0.799,1.0744367574981344
2011,2,Boston Red Sox,111,767,0.827,1.020834784737375
2011,2,New York Yankees,147,751,0.897,1.138783216377754
2011,2,Baltimore Orioles,110,736,0.774,1.0617011884784637
2011,2,Cleveland Indians,114,738,0.809,1.1336977043711975
2011,2,Philadelphia Phillies,143,748,0.775,1.0815647958713073
2011,2,Chicago White Sox,145,737,0.739,1.0453704214094754
2011,2,St. Louis Cardinals,138,745,0.743,0.9703927848968931
2011,2,Texas Rangers,140,749,0.705,0.8818554745601765
2011,2,Colorado Rockies,115,755,0.731,0.9904475343129794
2011,2,Toronto Blue Jays,141,741,0.747,1.0205620750793052
2011,2,Milwaukee Brewers,158,734,0.732,0.9752946012546463
2011,2,San Francisco Giants,137,728,0.662,0.9872417919028016
2011,2,Detroit Tigers,116,744,0.743,0.9595151970861587
2011,2,Los Angeles Dodgers,119,728,0.686,0.9852463478813174
2011,2,Cincinnati Reds,113,762,0.715,0.9743648762825421
2011,2,Tampa Bay Rays,139,738,0.779,1.0753579546601983
2011,2,Florida Marlins,146,744,0.673,0.9543603455882975
2011,2,Los Angeles Angels,108,728,0.735,1.0299887418207865
2011,2,Houston Astros,117,736,0.629,0.9202865572049801
2011,2,New York Mets,121,756,0.645,0.8909649828406261
2011,2,Pittsburgh Pirates,134,723,0.656,0.9710959855833897
2011,2,Oakland Athletics,133,727,0.648,0.9527017799426414
2011,2,San Diego Padres,135,733,0.599,0.9177939199961253
2011,2,Atlanta Braves,144,735,0.644,0.926781906828096
2011,2,Minnesota Twins,142,719,0.628,0.9424634039328308
2011,2,Seattle Mariners,136,716,0.588,0.9183576277822108
2011,2,Arizona Diamondbacks,109,727,0.671,0.9129284301191999
2011,2,Washington Nationals,120,734,0.613,0.8874537394499321
2011,3,Boston Red Sox,111,748,0.916,1.1306948764442994
2011,3,Milwaukee Brewers,158,710,0.961,1.2804072565651845
2011,3,Cincinnati Reds,113,737,0.944,1.286434186308699
2011,3,Houston Astros,117,715,0.813,1.1894959793444337
2011,3,St. Louis Cardinals,138,729,0.915,1.1950328373898482
2011,3,Kansas City Royals,118,732,0.826,1.1107443825950676
2011,3,Texas Rangers,140,733,0.858,1.0732368754221724
2011,3,Toronto Blue Jays,141,727,1.014,1.3853412906699003
2011,3,Los Angeles Dodgers,119,710,0.833,1.1963705652844567
2011,3,Arizona Diamondbacks,109,711,0.892,1.213609775955777
2011,3,Minnesota Twins,142,703,0.764,1.146563758924654
2011,3,Colorado Rockies,115,739,0.83,1.1245847516823158
2011,3,Chicago Cubs,112,718,0.753,1.0540951407476624
2011,3,Detroit Tigers,116,730,0.747,0.9646808239883723
2011,3,San Francisco Giants,137,718,0.773,1.1527762917535733
2011,3,Washington Nationals,120,719,0.762,1.103164354748529
2011,3,Tampa Bay Rays,139,718,0.856,1.1816513596779585
2011,3,New York Mets,121,731,0.822,1.1354623502247978
2011,3,Oakland Athletics,133,712,0.715,1.0512064392885625
2011,3,San Diego Padres,135,714,0.694,1.063353890613207
2011,3,Los Angeles Angels,108,706,0.745,1.0440021940904571
2011,3,Philadelphia Phillies,143,735,0.739,1.0313243666437368
2011,3,Pittsburgh Pirates,134,703,0.752,1.1132075932297394
2011,3,Atlanta Braves,144,719,0.759,1.0922786759045418
2011,3,New York Yankees,147,735,0.856,1.086731809609094
2011,3,Baltimore Orioles,110,717,0.693,0.9505929245679267
2011,3,Seattle Mariners,136,703,0.716,1.1182722134218757
2011,3,Chicago White Sox,145,723,0.772,1.0920513739216713
2011,3,Florida Marlins,146,724,0.734,1.0408625463028385
2011,3,Cleveland Indians,114,716,0.71,0.9949633746644625
2011,4,Detroit Tigers,116,707,1.029,1.3288575205944244
2011,4,Texas Rangers,140,710,0.832,1.0407145458639246
2011,4,Atlanta Braves,144,704,0.922,1.3268523572911561
2011,4,Milwaukee Brewers,158,698,0.971,1.293730953303636
2011,4,Los Angeles Dodgers,119,699,0.879,1.2624366469208133
2011,4,St. Louis Cardinals,138,713,0.906,1.1832784160384726
2011,4,New York Mets,121,715,0.81,1.1188862575207863
2011,4,Colorado Rockies,115,721,0.88,1.1923308210607686
2011,4,Baltimore Orioles,110,698,0.716,0.9821421846906717
2011,4,Boston Red Sox,111,729,0.861,1.062803808535526
2011,4,Kansas City Royals,118,712,0.752,1.0112345952923618
2011,4,San Francisco Giants,137,700,0.773,1.1527762917535733
2011,4,New York Yankees,147,723,0.817,1.0372194958535395
2011,4,Chicago White Sox,145,703,0.822,1.1627800898492406
2011,4,Houston Astros,117,695,0.775,1.1338983812938945
2011,4,Florida Marlins,146,711,0.781,1.1075117829189605
2011,4,Minnesota Twins,142,685,0.748,1.1225519524550278
2011,4,Pittsburgh Pirates,134,692,0.742,1.098404300766578
2011,4,Washington Nationals,120,701,0.78,1.1292233552543998
2011,4,Arizona Diamondbacks,109,691,0.762,1.036738396051908
2011,4,Los Angeles Angels,108,696,0.739,1.035594122728655
2011,4,Chicago Cubs,112,702,0.781,1.0932912415988372
2011,4,Philadelphia Phillies,143,718,0.801,1.1178495503134416
2011,4,Cincinnati Reds,113,719,0.701,0.9552864031805063
2011,4,Toronto Blue Jays,141,719,0.701,0.9577162177116372
2011,4,Oakland Athletics,133,696,0.746,1.0967832219710036
2011,4,Cleveland Indians,114,701,0.758,1.0622285042192432
2011,4,Tampa Bay Rays,139,701,0.693,0.9566406451598426
2011,4,San Diego Padres,135,695,0.649,0.994404430847221
2011,4,Seattle Mariners,136,689,0.626,0.9777072703939863
2011,5,Detroit Tigers,116,688,0.797,1.0292511602660412
2011,5,Boston Red Sox,111,713,0.885,1.092429001804809
2011,5,Texas Rangers,140,696,0.83,1.038212828205598
2011,5,St. Louis Cardinals,138,697,0.881,1.150627245617985
2011,5,New York Yankees,147,704,0.866,1.0994272746746208
2011,5,Kansas City Royals,118,696,0.831,1.1174680168722775
2011,5,Los Angeles Dodgers,119,683,0.732,1.051312429517674
2011,5,Tampa Bay Rays,139,688,0.823,1.1360970432417756
2011,5,Houston Astros,117,679,0.734,1.0739114991867336
2011,5,Cleveland Indians,114,682,0.799,1.1196841357139515
2011,5,Colorado Rockies,115,696,0.798,1.0812272672801062
2011,5,Chicago Cubs,112,683,0.801,1.1212884564925334
2011,5,New York Mets,121,703,0.717,0.9904215390646959
2011,5,San Diego Padres,135,677,0.736,1.1277067197281272
2011,5,Philadelphia Phillies,143,703,0.76,1.060631283693153
2011,5,Florida Marlins,146,695,0.779,1.1046756451906148
2011,5,Cincinnati Reds,113,702,0.812,1.106551439918076
2011,5,Baltimore Orioles,110,682,0.777,1.0658163093640391
2011,5,Washington Nationals,120,678,0.763,1.1046120769988552
2011,5,Minnesota Twins,142,669,0.698,1.0475150572374456
2011,5,Arizona Diamondbacks,109,675,0.729,0.991840276537849
2011,5,Toronto Blue Jays,141,694,0.703,0.9604486462928401
2011,5,Chicago White Sox,145,691,0.705,0.9972748945787283
2011,5,Los Angeles Angels,108,678,0.648,0.9080717070746527
2011,5,San Francisco Giants,137,681,0.713,1.063298183726129
2011,5,Oakland Athletics,133,676,0.676,0.9938679062364593
2011,5,Seattle Mariners,136,665,0.674,1.0526752400088606
2011,5,Atlanta Braves,144,686,0.692,0.9958588191382646
2011,5,Milwaukee Brewers,158,685,0.627,0.8353957855009061
2011,5,Pittsburgh Pirates,134,679,0.607,0.8985598525138987
2011,6,Detroit Tigers,116,672,0.842,1.087364462915943
2011,6,New York Mets,121,686,0.817,1.1285556449314595
2011,6,Kansas City Royals,118,684,0.759,1.0206476832804556
2011,6,St. Louis Cardinals,138,679,0.763,0.9965137212332832
2011,6,Los Angeles Angels,108,661,0.774,1.0846412056725019
2011,6,Texas Rangers,140,675,0.898,1.1232712285887072
2011,6,Minnesota Twins,142,658,0.777,1.1660733516812254
2011,6,Florida Marlins,146,675,0.84,1.1911778459051559
2011,6,Pittsburgh Pirates,134,661,0.766,1.1339322026781653
2011,6,San Diego Padres,135,656,0.76,1.1644797649366532
2011,6,Philadelphia Phillies,143,683,0.762,1.0634224186502401
2011,6,Baltimore Orioles,110,671,0.758,1.039753877088728
2011,6,Washington Nationals,120,656,0.761,1.1017166324982028
2011,6,Chicago Cubs,112,669,0.754,1.0554950014923472
2011,6,Colorado Rockies,115,674,0.738,0.9999319840259628
2011,6,Tampa Bay Rays,139,669,0.733,1.011857998415822
2011,6,San Francisco Giants,137,655,0.72,1.0737372963293308
2011,6,Arizona Diamondbacks,109,661,0.75,1.0204118071377049
2011,6,Cleveland Indians,114,668,0.668,0.9361063863040296
2011,6,Boston Red Sox,111,695,0.695,0.8578962217563189
2011,6,Los Angeles Dodgers,119,656,0.638,0.9163078279129453
2011,6,Milwaukee Brewers,158,664,0.639,0.8513842215870479
2011,6,Cincinnati Reds,113,686,0.673,0.9171294569764349
2011,6,Atlanta Braves,144,667,0.698,1.0044934331770357
2011,6,New York Yankees,147,687,0.726,0.9216907637572456
2011,6,Houston Astros,117,669,0.605,0.8851722847520079
